@relation Ionosphere-15



@attribute attr0 real 
@attribute attr1 real 
@attribute attr2 real 
@attribute attr3 real 
@attribute attr4 real 
@attribute attr5 real 
@attribute attr6 real 
@attribute attr7 real 
@attribute attr8 real 
@attribute attr9 real 
@attribute attr10 real 
@attribute attr11 real 
@attribute attr12 real 
@attribute attr13 real 
@attribute attr14 real 
@attribute RESULT {g, b} 



@data
0.009697, -0.013233, 0.142258, 0.150547, 0.580461, 0.150560, -0.174652, 0.459706, -0.103086, -0.175142, -0.114206, 0.204222, -0.092748, -0.390231, -0.515928, g
-0.142841, -0.103453, -0.092141, -0.086108, -0.109186, -0.086123, 0.012694, -0.039421, 0.067407, -0.094212, -0.166775, -0.181962, 0.166697, -0.011841, -0.050969, g
-0.106878, 0.113760, -0.175434, -0.170832, -0.347251, -0.170848, 0.094497, -0.044300, 0.225299, -0.070518, -0.052837, -0.189163, -0.035060, -0.194271, -0.059854, g
-0.047524, 0.203803, -0.220733, -0.057414, -0.440850, -0.057424, 0.245760, 0.016880, 0.346767, -0.174916, -0.236562, -0.027734, 0.071407, -0.076604, -0.051700, g
-0.024660, -0.040978, -0.122406, -0.125784, -0.079535, -0.125799, 0.094316, -0.058058, 0.103924, -0.051689, -0.042599, -0.205417, -0.030927, -0.149739, -0.000385, g
0.000899, -0.003192, -0.059368, -0.037574, -0.035385, -0.037578, 0.074415, -0.012702, 0.155209, -0.061822, 0.011789, -0.218297, -0.051183, -0.090997, 0.057998, g
-0.321607, -0.037312, -0.404984, -0.217527, -0.359587, -0.217551, 0.160711, -0.036067, 0.050622, -0.038910, -0.335911, -0.367899, 0.182565, -0.333756, 0.049867, g
-0.434253, -0.016098, 0.125895, 0.613943, 0.072807, 0.614001, -0.152861, 0.360088, -0.124372, -0.070688, 0.046960, 0.041300, 0.231393, 0.072253, -0.060280, g
-0.275524, -0.191080, -0.371414, -0.431202, -0.222024, -0.431227, -0.299666, -0.106645, -0.070491, -0.685979, -0.047585, -0.656194, -0.133975, -0.042888, -0.067291, g
0.329343, 1.331123, -0.420840, 0.525395, 0.272696, 0.525448, -0.566901, 0.073676, -0.087567, -0.164379, -0.964439, -0.116224, -0.065076, 0.383341, 0.550169, g
0.020662, 0.486753, -0.100014, -0.036274, -0.269294, -0.036270, -0.260721, 0.347221, 0.286192, 0.101100, 0.087824, -0.048017, -0.179617, 0.087165, 0.079518, g
0.036211, 0.061176, -0.022513, -0.000515, 0.032656, -0.000523, -0.045273, 0.260700, 0.119743, -0.113562, -0.046001, -0.074054, 0.137249, 0.185973, -0.333330, g
-0.083881, 0.075173, -0.089934, -0.096962, -0.271354, -0.096973, 0.125688, 0.015314, 0.216576, -0.088012, -0.023136, -0.150603, -0.005636, -0.111826, -0.115376, g
0.414636, -0.056409, 0.188230, 0.019246, 0.016023, 0.019231, 0.366996, 0.402634, 0.150008, -0.195165, -0.068564, 0.205904, -0.115747, 0.248720, -0.267426, g
0.174631, 0.184700, 0.016687, -0.030865, 0.110675, -0.030871, -0.069031, 0.025739, 0.259575, 0.025314, 0.215651, -0.098990, -0.184699, 0.122749, -0.011625, g
0.665171, -0.629252, 0.441621, -0.253445, 0.249893, -0.253507, 0.386401, 0.168154, 0.261311, 0.006371, -0.197926, 0.167077, -0.142988, 0.533362, -0.269245, g
-0.077690, -0.067861, 0.005548, 0.034179, 0.075282, 0.034175, -0.047448, 0.099386, 0.168864, -0.113603, -0.081190, -0.048044, 0.137770, 0.114282, -0.203835, g
-0.059609, -0.020343, 0.007682, 0.045675, -0.082847, 0.045676, 0.045642, 0.091193, 0.138130, -0.119177, -0.047910, -0.088315, 0.121368, -0.015067, -0.242141, g
-0.054506, -0.067341, 0.069149, 0.145566, 0.118567, 0.145578, 0.117596, 0.174667, 0.156013, -0.096752, 0.020599, 0.009739, 0.154173, 0.106986, -0.281476, g
0.074815, -0.206464, -0.239279, -0.053361, -0.300687, -0.053415, -0.103781, 0.877520, 0.422861, 0.184336, -0.297235, 0.322949, 0.548976, 0.245190, -0.186800, g
-0.375593, 0.043831, 0.155480, 0.231162, 0.079724, 0.231179, -0.139069, -0.396622, 0.240212, -0.223437, -0.320348, 0.214370, 0.125589, 0.010232, 0.163058, g
-0.181464, 0.025566, -0.064957, 0.042536, -0.009272, 0.042537, -0.061585, 0.005678, 0.146455, -0.008627, -0.183322, -0.188845, 0.042412, -0.102508, 0.097919, g
0.043500, 0.004063, -0.055817, -0.046221, -0.022227, -0.046227, 0.087804, -0.029804, 0.113876, -0.056189, 0.026094, -0.226263, -0.075742, -0.065217, 0.011783, g
-0.050758, -0.054585, -0.076935, -0.054175, -0.071583, -0.054180, 0.076803, 0.004291, 0.168036, -0.054071, 0.007511, -0.230949, -0.017719, -0.120702, 0.140551, g
-0.019388, -0.032482, -0.206671, 0.018171, 0.011157, 0.018173, 0.039727, 0.012139, 0.015485, 0.089867, 0.012957, -0.279768, -0.013934, -0.113348, -0.006888, g
-0.200864, 0.154736, -0.311395, 0.002889, -0.430680, 0.002894, 0.764759, 0.527251, 0.172861, -1.380312, 0.013226, 0.626202, 0.582028, 0.073926, 0.686478, g
0.046879, 0.005493, 0.042569, 0.084414, 0.003577, 0.084420, -0.011989, 0.236067, 0.214425, -0.156615, -0.004837, -0.015147, -0.002838, 0.029136, -0.183803, g
-0.024309, -0.087471, 0.032706, 0.049056, 0.073457, 0.049057, 0.073085, 0.148861, 0.113696, -0.008721, 0.002196, -0.055136, 0.011270, 0.013032, -0.131813, g
-0.019448, -0.106420, 0.139292, 0.182268, 0.297729, 0.182284, 0.152255, 0.247932, 0.129301, 0.005173, 0.051179, 0.021420, 0.124847, 0.103118, -0.217528, g
0.184933, 1.010863, -0.010530, -0.344755, 1.467062, -0.344763, -0.052512, -0.212469, -0.316043, 0.000359, 0.536287, -0.722776, -0.660430, 0.821516, -0.116071, g
-0.108686, 0.019387, -0.263383, -0.079118, 0.036406, -0.079134, -0.317418, -0.094907, -0.208693, 0.017990, -0.536372, -0.246769, 0.004805, -0.293904, -0.077406, g
0.001632, -0.133740, -0.056381, -0.067471, -0.101108, -0.067479, 0.075676, -0.178672, -0.088183, -0.123274, -0.071683, -0.124423, -0.056525, -0.118913, 0.131916, g
-0.022507, -0.096706, 0.116409, -0.123797, 0.036783, -0.123816, 0.084004, -0.414253, 0.025829, -0.070542, -0.509916, 0.000030, 0.106815, -0.197332, 0.044235, g
-0.101570, -0.024899, 0.004494, 0.228697, -0.072428, 0.228710, 0.042923, -0.362954, -0.002706, -0.166675, -0.312977, 0.030491, 0.088528, -0.022403, 0.287211, g
0.062496, 0.012721, -0.101652, -0.011367, 0.032623, -0.011374, -0.058324, 0.227650, 0.147705, 0.157527, -0.000554, -0.191254, -0.128601, 0.014344, -0.049478, g
-0.004793, -0.040373, -0.065683, -0.079964, -0.032180, -0.079972, 0.106705, -0.021105, 0.127642, -0.076605, 0.142710, -0.128340, -0.044310, -0.047822, 0.001892, g
0.040139, -0.013765, -0.052432, -0.039184, 0.001847, -0.039190, 0.083042, -0.008044, 0.117701, -0.059215, 0.041457, -0.180995, -0.064524, -0.031133, -0.023703, g
-0.075166, -0.071480, -0.144644, -0.113275, -0.094740, -0.113286, 0.128753, 0.008095, 0.048036, -0.076984, 0.061630, -0.166652, 0.022190, -0.113887, -0.034028, g
-0.143706, -0.006761, -0.103750, -0.009773, -0.040827, -0.009774, 0.062981, 0.037864, 0.168066, 0.007768, -0.055569, -0.084703, -0.016130, -0.044739, -0.074316, g
0.007499, -0.147891, 0.149784, 0.190289, 0.396317, 0.190304, 0.166844, 0.283728, 0.030004, 0.052273, 0.033670, 0.033381, 0.070241, 0.129350, -0.242977, g
0.664372, -0.015331, -0.384687, -0.239397, 0.564531, -0.239440, 0.277191, 0.190819, -0.670611, -0.042362, -0.202699, -0.213260, -0.738714, 0.437875, 0.909618, g
0.181904, -0.244536, -0.181993, 0.188676, 0.044595, 0.188692, -0.339368, 0.274662, 0.045861, 0.072883, -0.028640, -0.140669, -0.200473, -0.035569, 0.237015, g
0.136896, -0.724058, -0.097245, -0.212494, -0.667234, -0.212537, -0.488615, 0.145430, 0.079951, -0.885704, -0.861542, -0.616024, -0.580913, 0.125318, 0.347333, g
0.016482, -0.029899, -0.064407, -0.034703, 0.072960, -0.034711, 0.131246, -0.023692, 0.075555, -0.026150, -0.016231, -0.168217, -0.034629, -0.005762, -0.120512, g
-0.011156, -0.006953, 0.123982, 0.047297, 0.120218, 0.047291, 0.252436, -0.105879, 0.178357, -0.339684, -0.080919, -0.004156, 0.044320, 0.180576, 0.062574, g
-0.090603, -0.083094, -0.067929, 0.022346, 0.165533, 0.022334, -0.437360, 0.361571, 0.002631, 0.000376, -0.068394, 0.057919, -0.151132, 0.498080, 0.429936, g
0.088715, -0.103745, -0.005209, 0.053742, 0.050349, 0.053737, -0.010903, 0.067488, 0.041488, -0.004103, -0.062573, -0.131278, 0.011031, 0.021114, 0.072786, g
-0.688909, 0.185398, -0.311575, 0.514753, 0.391826, 0.514820, -0.513085, -0.806660, -0.216118, -0.610644, -0.084787, 0.426177, -0.059681, 0.477818, 0.174676, g
0.053682, 0.061726, 0.096926, -0.020640, 0.040423, -0.020648, 0.093301, 0.019905, 0.069623, -0.109744, -0.126831, -0.334904, -0.236008, -0.053496, 0.214274, g
0.056467, -0.015268, -0.057462, -0.007598, 0.013748, -0.007602, 0.119388, 0.059269, 0.146607, -0.077784, 0.132874, -0.145086, -0.066678, -0.011026, -0.019846, g
-0.005525, -0.043438, -0.076630, -0.050774, -0.012613, -0.050781, 0.126238, -0.044272, 0.067026, -0.076474, 0.013065, -0.169476, -0.013250, -0.056966, 0.001592, g
0.065427, -0.135130, -0.188240, 0.012234, 0.024112, 0.012230, 0.181410, -0.147963, -0.160189, -0.130977, -0.171707, -0.081205, -0.053593, -0.045177, -0.110589, g
0.124503, 0.068290, -0.020446, -0.129906, -0.036181, -0.129928, 0.048893, -0.206197, 0.201827, -0.073305, -0.195900, -0.074432, -0.184857, 0.008702, 0.160301, g
