@relation Ionosphere-19



@attribute attr0 real 
@attribute attr1 real 
@attribute attr2 real 
@attribute attr3 real 
@attribute attr4 real 
@attribute attr5 real 
@attribute attr6 real 
@attribute attr7 real 
@attribute attr8 real 
@attribute attr9 real 
@attribute attr10 real 
@attribute attr11 real 
@attribute attr12 real 
@attribute attr13 real 
@attribute attr14 real 
@attribute attr15 real 
@attribute attr16 real 
@attribute attr17 real 
@attribute attr18 real 
@attribute RESULT {g, b} 



@data
-0.111942, 0.553654, -0.155842, 0.013391, 0.603026, 0.076727, -0.294385, 0.008943, -0.213597, -0.168787, -0.093242, 0.610605, 0.313291, -0.401156, -0.526856, -0.311277, 0.155283, -0.168785, -0.078787, b
0.245334, -0.181001, 0.162322, 0.284774, 0.080763, -0.080866, -0.207197, 0.227030, -0.065455, 0.073147, -0.047325, -0.329110, 0.275704, -0.094441, 0.124391, 0.002271, -0.110856, 0.073147, -0.100891, g
0.144646, -0.008811, 0.216896, 0.211341, 0.632705, 0.611579, 0.465182, -0.215716, -0.095746, -0.181356, -0.205889, -0.044746, 0.274736, 0.015608, 0.023682, -0.404249, -0.142114, -0.181357, 0.236160, b
0.420271, 0.124008, 0.080898, 0.175513, 0.184777, 0.023656, 0.050549, 0.056087, 0.002978, -0.169985, -0.135183, -0.285218, -0.121436, 0.033726, 0.222058, -0.180455, -0.103105, -0.169986, -0.269962, g
-0.026381, -1.121130, 0.655883, -1.069672, -1.428826, 1.292336, -0.749858, -0.939890, -0.189830, -1.158665, 0.521071, 1.113676, 0.172272, 0.482406, 1.231673, -0.805979, 0.338299, -1.158668, 0.390594, b
0.096528, -0.143061, -0.112248, 0.024636, -0.057169, -0.175382, -0.012314, 0.123063, -0.226625, -0.078823, -0.110123, -0.085983, -0.109976, -0.035880, -0.034178, -0.195389, 0.196944, -0.078823, 0.039776, g
0.428278, 0.964452, 0.114185, 1.715160, -0.973859, 0.414909, 0.047144, 1.417654, 0.122679, -0.939511, -0.100121, 3.621042, 1.244015, 1.938255, -0.017502, 1.633598, 1.359377, -0.939506, -0.397347, b
0.164422, -0.093370, -0.106763, -0.038165, 0.011355, -0.049755, -0.108518, 0.079175, -0.193876, 0.002945, 0.070162, 0.028968, 0.096628, -0.119489, 0.029448, -0.082602, 0.137567, 0.002945, -0.042121, g
2.013374, -0.586471, -1.163236, 0.458414, -0.260262, 0.279004, 0.478798, -0.325683, 0.944781, 0.545196, -0.082633, 0.310874, 1.091325, -0.267135, -1.497292, -1.906971, -0.928068, 0.545199, 1.140469, b
0.270778, -0.182501, -0.012784, 0.008550, 0.263558, 0.015954, -0.020087, 0.044813, -0.074350, 0.048633, 0.080444, 0.009115, 0.203847, 0.073069, 0.226190, -0.003934, 0.043336, 0.048633, -0.177324, g
-0.395168, -0.327846, -0.225958, 2.846093, -0.245030, 0.388033, -0.599393, -1.881599, -0.087465, 0.056991, -1.742884, -2.997292, -0.632065, -0.577965, -0.235249, -3.515215, -1.970215, 0.056984, -3.240193, b
0.161174, 0.071639, 0.086554, 0.175374, 0.118466, 0.090321, 0.379832, 0.234582, -0.096868, -0.236175, 0.047464, -0.022016, -0.031628, 0.150225, 0.358250, -0.064733, 0.049715, -0.236175, -0.011060, g
0.064478, -0.718182, -0.655705, -0.534032, -0.632638, -1.075905, 0.854313, -0.692627, -0.146539, 0.766235, -0.755861, 0.940733, 0.141168, 0.386230, -0.635236, 0.485092, 0.427276, 0.766237, -0.011312, b
-0.066580, -0.149191, -0.410127, 0.069557, 0.480395, 0.062831, 0.107951, 0.158967, 0.034316, 0.298984, -0.244627, 0.243491, -0.155952, 0.213645, 0.240703, 0.324565, -0.532454, 0.298983, -0.088421, g
-0.028166, 0.163203, -0.183439, -0.392938, 0.988482, 0.099811, 0.246306, -1.644980, 0.715527, -1.531362, 1.737529, 1.202269, 0.854255, -1.448785, -0.662868, -0.865858, 0.754460, -1.531363, 5.766502, b
0.036294, 0.066888, 0.062501, 0.071923, -0.123560, 0.051042, -0.049644, -0.235867, -0.016654, 0.029650, 0.003452, 0.290261, 0.021054, -0.152951, -0.109458, 0.018465, -0.078427, 0.029650, 0.079894, g
1.169877, -0.071045, -1.373008, -0.335940, 2.617903, 0.714512, -0.234663, 0.609556, -0.755272, -0.095914, 0.737415, -0.641338, 0.472475, -0.565083, 0.762649, -0.292059, -0.759853, -0.095917, 1.387654, b
0.039037, 0.033673, -0.020898, 0.192259, 0.041862, 0.164975, -0.264125, -0.181990, -0.051485, -0.058709, 0.048306, 0.277014, 0.086794, -0.278949, -0.168650, 0.095846, 0.005450, -0.058709, -0.000219, g
-0.643301, 0.174989, -1.300229, 0.078809, 0.661310, 0.249741, 0.644222, 1.228735, 0.298275, 0.352576, -0.686222, -0.212656, 1.148250, -0.619597, -0.467677, 0.019197, 0.749261, 0.352582, 0.562918, g
-0.011966, -0.029662, -0.054525, 0.409740, 0.190902, 0.129732, -0.399915, -0.001823, -0.319697, -0.136129, -0.021383, 0.053854, 0.192076, -0.354095, -0.125979, -0.037867, 0.188548, -0.136129, -0.273109, g
0.152341, -0.283018, 0.049139, -0.006312, 0.145705, -0.036652, 0.040451, 0.206866, -0.177403, 0.046178, -0.262468, -0.207531, -0.079194, 0.175183, 0.201861, -0.239733, 0.193340, 0.046177, 0.150833, g
-0.148292, 0.620290, -0.199251, 0.478381, 0.050845, -0.215463, -0.117175, -0.266950, 0.123872, -0.627175, -0.066424, -0.637098, 0.077719, 0.346403, 0.268719, 0.358234, -0.105262, -0.627176, 0.286106, g
0.227204, 0.150315, 0.125522, -0.092271, 0.053540, -0.224853, -0.221588, 0.067147, 0.188524, -0.277342, 0.243130, 0.080527, -0.103484, -0.312949, -0.013697, -0.460171, 0.025068, -0.277342, -0.190831, g
0.286281, 0.056875, -0.001086, -0.059429, -0.062057, 0.036255, 0.002997, 0.230813, -0.020276, -0.203418, -0.104650, 0.059286, -0.088133, 0.010393, 0.106552, -0.149861, -0.116634, -0.203418, -0.181668, g
-0.011090, -0.079480, 0.073064, 0.239045, 0.008443, 0.030964, -0.159235, 0.134764, -0.341146, -0.167642, -0.255156, 0.171991, -0.196151, -0.172320, 0.010168, -0.262301, -0.033947, -0.167643, -0.002130, g
0.182244, -0.142141, -0.027325, 0.121797, 0.121358, -0.079092, -0.210929, 0.016599, -0.233900, 0.107506, 0.070437, 0.105596, -0.140268, -0.180546, -0.045895, 0.049116, -0.130418, 0.107506, -0.102562, g
0.068303, -0.301250, 0.069475, 0.258633, 0.020575, -0.115051, -0.173721, -0.276370, -0.121542, 0.094271, -0.038565, 0.227050, -0.210453, -0.396342, -0.089561, -0.061866, -0.091403, 0.094270, 0.014237, g
0.022857, -0.102574, -0.023865, 0.171207, 0.217254, -0.065883, -0.023559, 0.019352, -0.118805, -0.039210, -0.022153, 0.106917, -0.069078, -0.112770, 0.020707, -0.028384, -0.064334, -0.039211, 0.024404, g
-0.021014, -0.092836, -0.079479, 0.225170, 0.302161, -0.007013, -0.164028, 0.102621, -0.172559, 0.028222, -0.058851, 0.176678, -0.199931, -0.250251, 0.010711, 0.021760, -0.105581, 0.028221, 0.074420, g
0.082910, -0.173282, -0.039522, 0.095244, 0.185492, 0.086599, -0.134206, 0.102027, -0.173593, -0.020849, 0.082284, 0.122712, -0.164542, -0.050730, 0.166556, 0.095276, -0.029715, -0.020850, 0.008511, g
0.224432, -0.207567, 0.468300, 0.292380, 0.358122, -0.048895, -0.004245, -0.669112, -0.128783, -0.214846, -0.125370, -0.155192, -0.040405, -0.139915, 0.407693, -0.369379, 0.185048, -0.214848, 0.165544, g
0.092556, -0.517881, 0.349653, 0.344483, -0.917776, -0.166784, -0.474711, -0.265367, -0.388636, -0.719563, -0.741338, -0.989723, 0.257891, 0.315061, -0.099438, 0.051712, 0.129435, -0.719566, 0.221744, g
-0.032864, -0.265663, -0.173808, 0.233642, 0.210936, -0.022610, 1.043898, 0.137053, -0.071658, 0.455577, -0.088884, -0.002943, -0.485275, 0.440997, -0.025029, -0.556525, 0.360040, 0.455577, 0.724837, g
-0.063212, -0.343693, 0.047386, 0.071199, -0.034548, -0.074824, -0.265922, 0.087119, -0.145184, -0.164120, 0.415880, 0.393170, -0.322151, -0.263720, -0.268325, 0.012463, 0.209705, -0.164120, -0.307752, g
0.164766, -0.316066, 0.043511, -0.050630, 0.250956, -0.051423, -0.096227, -0.002421, -0.037511, 0.016038, -0.004791, 0.004308, 0.190570, -0.099582, 0.322629, 0.069922, 0.231602, 0.016038, 0.135720, g
0.361444, -0.287173, 0.030030, 0.379965, 0.873220, 0.096539, 0.361271, -0.064059, -0.060774, -0.053823, -1.113237, 0.428150, -0.176438, 0.752449, -0.167999, -0.895237, -0.141239, -0.053825, 0.332719, g
-0.437309, 0.055942, 0.319418, -0.098623, 0.343851, 0.791570, 0.690497, -0.008429, -0.351083, -0.057094, 0.139806, 0.529346, 0.035071, 0.091353, 0.038913, 0.280765, 0.232637, -0.057093, -0.187962, g
0.378837, -0.199055, 0.077246, 0.028761, 0.288463, 0.124885, -0.042087, 0.160875, 0.118414, 0.060773, 0.151379, -0.067493, 0.127310, 0.183063, 0.055181, 0.020684, -0.119387, 0.060773, -0.130644, g
-0.025389, 0.487898, 0.085653, -0.073875, 0.152381, 0.307738, -0.020511, -0.388068, 0.007326, -0.213094, -0.236903, 0.230132, -0.233228, -0.130997, -0.349798, -0.219492, -0.029162, -0.213094, 0.164031, g
0.184051, -0.293115, 0.071765, 0.072895, 0.152852, -0.063030, -0.344197, 0.436152, 0.178472, -0.114648, 0.180811, -0.282862, 0.116090, 0.054228, 0.227258, -0.093854, 0.197340, -0.114648, -0.475992, g
-0.065933, -0.086908, -0.255607, 0.009770, -0.007903, 0.174481, -0.492757, 0.092904, 0.033017, -0.169724, 0.073785, 0.088255, 0.243031, -0.104135, 0.121454, -0.139012, 0.292026, -0.169723, -0.086011, g
0.165010, 0.144223, -0.054521, 0.021873, -0.165617, 0.139609, 0.111025, -0.139046, 0.128097, -0.214264, 0.003505, -0.246321, -0.116982, -0.026901, 0.185150, -0.334194, -0.293334, -0.214265, -0.440051, g
-0.006753, -0.329445, 0.019558, 0.026493, -0.127575, 0.041646, -0.140703, -0.035936, -0.142111, 0.182197, 0.195218, 0.035803, -0.007575, -0.158075, 0.074539, 0.062693, 0.079266, 0.182197, 0.053602, g
0.055882, -0.115465, -0.032783, 0.116259, 0.234032, 0.065539, -0.034064, -0.094841, -0.123857, 0.053733, -0.012515, 0.135609, -0.153106, -0.124324, 0.107827, -0.020038, -0.052163, 0.053732, 0.030988, g
0.051806, -0.228316, 0.041858, 0.136944, 0.224043, 0.089421, 0.169334, -0.024715, 0.021413, -0.045402, 0.054386, 0.034815, -0.142334, 0.133727, 0.096972, 0.016651, 0.121372, -0.045402, -0.089164, g
-0.054404, -0.286425, 0.096334, 0.146207, 0.290153, -0.007946, 0.035988, -0.105417, -0.005253, -0.131523, -0.153041, 0.149389, -0.139314, -0.042118, 0.039630, -0.205204, 0.022860, -0.131524, -0.216314, g
0.105078, -0.204567, -0.066325, -0.025015, 0.192525, 0.088433, 0.211254, -0.021325, 0.012250, 0.008307, -0.051597, -0.106924, -0.024762, 0.326224, 0.311137, -0.110291, 0.203358, 0.008307, -0.015923, g
0.742986, -0.602102, 0.263444, 0.017742, -0.199175, 0.414177, -0.413265, 0.422446, -0.326072, 0.154425, 0.860325, -0.049079, -0.478881, 0.131772, 0.459841, 0.918512, 0.374542, 0.154424, 0.383153, g
0.070673, 0.318624, 0.007299, 0.092143, 0.151227, 0.331878, -0.051434, 0.166451, -0.063894, -0.122917, -0.081316, 0.002024, 0.206583, -0.035834, 0.249295, -0.127198, -0.095453, -0.122917, -0.211040, g
-0.004431, -0.254325, 0.363818, 0.223715, -1.119604, 0.468498, -0.200354, 0.910054, -0.023588, -0.256505, -0.382550, 0.134862, 0.189602, 0.972943, 0.196664, -0.722643, -0.981256, -0.256506, -0.346031, g
0.235104, -0.703776, 0.330235, 0.496346, 0.076313, -0.108216, 0.012863, 0.376081, 0.063884, -0.096595, 0.626985, 0.012690, -0.119100, -0.035175, 0.010348, 0.017943, 0.350888, -0.096595, -0.095969, g
0.146277, -0.175158, 0.133443, 0.018933, 0.089738, -0.096383, -0.042170, -0.072111, 0.002786, -0.019359, 0.272128, 0.084502, 0.035305, -0.156230, 0.204073, 0.004311, 0.118828, -0.019359, 0.002597, g
-0.076541, 0.003386, -0.061385, 0.117375, 0.374444, 0.192812, 0.458765, 0.127254, 0.067307, -0.044397, 0.010379, 0.136020, 0.214465, -0.046013, -0.094857, 0.167532, 0.135425, -0.044397, 0.091638, g
0.413565, 0.180808, -0.122536, 0.049795, 0.322676, 0.069342, -0.360826, -0.140559, -0.243829, 0.089689, 0.057641, 0.097109, 0.268454, -0.136122, -0.031317, -0.099456, 0.039216, 0.089689, -0.139863, g
0.199432, 0.246826, -0.603865, 0.618907, 0.119061, -0.466658, -0.058397, -0.075789, -0.289193, -0.355552, -0.170284, -0.238873, 0.316826, -1.081246, 0.808821, -0.796025, 0.303921, -0.355553, -0.237750, g
0.296579, -0.363168, 0.174563, -0.180677, -0.347438, 0.082008, 0.276777, 0.164876, 0.213287, -0.504705, 0.080489, -0.280590, -0.686948, -0.039670, -0.200038, -0.164373, -0.325574, -0.504707, -0.573917, g
0.062961, 0.195266, -0.132445, 0.066958, -0.031615, 0.249000, 0.024280, -0.207994, -0.221006, -0.356134, -0.200967, 0.243046, -0.027106, -0.183399, 0.147284, -0.247311, 0.252147, -0.356135, 0.269739, g
-0.220006, 0.198219, -0.050000, 0.134680, -0.326789, 0.019036, 0.011118, 0.330123, 0.094515, -0.206422, 0.257155, 0.043054, 0.134961, 0.091262, 0.142676, -0.167441, 0.176283, -0.206421, 0.365286, g
-0.069045, -0.052962, -0.078859, 0.024983, 0.386593, 0.327071, 0.267374, 0.251550, -0.379360, -0.175518, -0.005062, 0.492475, 0.303865, 0.114192, -0.052573, 0.142814, 0.073704, -0.175519, 0.219825, g
0.384281, -0.067949, 0.188577, -0.017479, 0.059914, -0.022833, -0.132623, 0.230860, -0.207468, -0.188672, 0.254671, -0.200022, 0.054517, -0.302595, 0.251346, -0.103362, -0.078213, -0.188673, -0.435967, g
0.089315, 0.041377, 0.023560, 0.236249, 0.145634, -0.058517, 0.322116, -0.093030, 0.002977, 0.015205, 0.002017, 0.095855, -0.021389, 0.010924, 0.231050, -0.142434, -0.018096, 0.015205, -0.133740, g
0.116789, -0.246337, -0.064223, -0.156437, 0.174217, -0.004542, 0.387501, 0.188678, 0.133784, 0.006587, 0.064218, -0.135368, 0.022467, 0.367664, 0.215737, -0.068323, 0.286535, 0.006587, 0.079852, g
-0.179361, -0.065796, 0.173310, 0.091946, -0.077910, -0.186169, -0.181627, -0.432879, 0.021210, 0.085241, -0.165580, -0.011937, 0.168034, -0.737612, -0.136254, 0.013192, 0.106545, 0.085242, -0.147589, g
0.238756, -0.144743, 0.072024, 0.059059, 0.015613, -0.108815, 0.150894, -0.024861, 0.005205, 0.152327, -0.056418, 0.175659, -0.037195, 0.147985, 0.128107, -0.037422, -0.114894, 0.152326, 0.014237, g
0.215919, -0.165406, 0.008338, -0.153547, -0.107765, -0.012868, 0.258955, -0.041154, 0.036417, 0.174588, 0.051932, 0.024608, -0.058239, 0.362936, 0.197372, 0.069866, 0.073254, 0.174588, 0.083588, g
0.121990, 0.053267, 0.066275, -0.248009, -0.136254, 0.049635, 0.145605, -0.028729, 0.057588, 0.075196, 0.101234, 0.164316, -0.033529, 0.444245, 0.112076, 0.015456, -0.048481, 0.075196, 0.209263, g
0.106200, -0.193816, 0.036480, 0.023059, -0.011799, 0.048271, 0.152485, -0.023179, -0.031674, -0.018068, -0.036945, -0.009661, 0.031223, 0.063789, 0.152608, 0.024857, 0.047811, -0.018068, 0.101333, g
0.138886, -0.127819, -0.031828, -0.008885, -0.038985, 0.055571, 0.020556, 0.034250, -0.106544, 0.025282, -0.008995, -0.016747, 0.041397, 0.015045, 0.120527, 0.005497, 0.069328, 0.025282, 0.077978, g
-0.002182, -0.414478, 0.274242, -0.013222, -0.054197, 0.248809, 0.379398, 0.005933, 0.204189, 0.035553, -0.022101, 0.093616, 0.240211, 0.336282, 0.198435, 0.131809, -0.184605, 0.035553, 0.113196, g
1.093340, -0.631492, 0.256596, 0.075021, -0.637931, -0.067151, -0.884692, -0.062662, -0.302295, 0.216389, -0.054476, -0.582853, 0.148469, -0.144365, 0.338005, -0.599334, -0.254489, 0.216388, -0.196499, g
-0.013846, -0.168225, -0.161436, 0.301495, 0.699379, 0.705649, 0.397447, -0.088122, -0.150684, -0.193908, -0.769991, 0.020477, 0.260775, 0.251523, 0.024419, -0.643360, 0.159770, -0.193909, -0.324968, g
0.251578, 0.220063, 0.155062, -1.125364, 1.357808, 0.210492, -0.868316, 0.495511, 0.504219, -0.455284, 0.080359, 0.062067, 0.183096, -0.616603, 0.372070, -0.539837, 0.021747, -0.455283, -0.479675, g
0.158741, 0.137403, -0.475748, -0.431002, -0.038129, -0.241849, -0.034185, 0.119007, 0.242209, -0.195378, 0.294156, -0.336769, -0.155103, 0.030184, 0.110270, -0.411063, 0.086758, -0.195377, -0.266733, g
0.267950, 0.114518, -0.172752, -0.082221, -0.103072, -0.209142, -0.000271, -0.318875, 0.079784, 0.084887, 0.038003, 0.206576, -0.047936, -0.110471, -0.035873, -0.240738, -0.147718, 0.084887, -0.029276, g
0.227368, -0.125047, 0.013821, -0.127045, -0.175429, -0.087367, 0.163944, -0.097958, -0.017751, 0.231779, 0.055740, 0.098848, -0.055415, 0.290938, 0.095980, 0.063883, 0.052995, 0.231778, 0.120537, g
-0.239345, 0.263986, 0.194197, 0.002888, -0.158216, -0.404596, 0.050714, -0.232992, -0.114676, 0.193768, 0.156735, 0.377198, 0.073388, -0.134740, -0.382267, -0.229301, 0.134207, 0.193769, 0.432417, g
0.046959, 0.043199, -0.233846, -0.179973, -0.078982, -0.208059, -0.037023, -0.014829, -0.041110, -0.166968, 0.165454, 0.016969, -0.204609, -0.181808, 0.136440, -0.162009, 0.173020, -0.166968, -0.028104, g
-0.555087, 0.757738, 0.747951, 0.549183, -0.079245, -0.713984, 0.400066, -0.205855, -0.310894, -0.071140, 0.511772, 0.284730, 0.194019, -0.556243, -0.182819, -0.565009, 0.146517, -0.071138, 0.485148, g
0.231760, -0.016248, 0.087685, 0.029351, -0.027958, -0.088594, -0.029836, -0.204690, -0.079031, 0.091945, -0.013437, 0.345586, -0.126599, -0.046721, -0.115355, -0.099411, -0.097227, 0.091944, -0.034308, g
0.167092, -0.039795, 0.068889, -0.012662, -0.148440, -0.090723, -0.041768, -0.231729, -0.067574, 0.141579, -0.003072, 0.218071, -0.017337, 0.083116, -0.001334, -0.006794, -0.083337, 0.141578, 0.043221, g
0.066940, 0.049823, 0.075850, 0.021445, -0.196808, -0.092293, -0.192203, -0.276551, -0.115126, 0.187429, 0.062112, 0.435203, -0.054069, -0.134587, -0.236894, 0.078056, -0.093924, 0.187429, 0.119249, g
-0.258390, 0.249490, -0.019537, 0.076626, -0.409883, -0.326935, 0.390449, -0.151550, 0.338101, -0.137958, 0.861554, 0.647779, 0.244540, 0.084305, -0.852379, 0.065763, -0.701323, -0.137957, -0.204248, g
0.113723, -0.149174, 0.036802, -0.019042, 0.063540, 0.037971, -0.295698, 0.112856, -0.347869, -0.147336, -0.100694, 0.160093, -0.074476, -0.065853, -0.048193, 0.111897, -0.007437, -0.147337, -0.197813, g
0.202372, -0.116633, 0.050507, -0.047490, -0.061841, -0.000134, -0.031205, 0.104891, -0.059068, 0.040774, 0.074484, -0.056485, 0.130586, -0.042264, 0.108775, 0.091036, -0.010159, 0.040774, -0.104948, g
0.053778, -0.138052, -0.027080, -0.026758, -0.034465, -0.012827, 0.037513, -0.011574, -0.083304, 0.035569, -0.008688, 0.034698, 0.048238, -0.013007, 0.112945, -0.003103, 0.101313, 0.035569, 0.106298, g
0.065135, -0.090461, 0.009286, 0.036859, -0.064465, 0.077401, 0.045995, 0.128408, -0.090049, 0.039183, 0.009819, 0.005285, 0.065608, 0.041824, 0.102787, 0.039980, 0.034246, 0.039183, 0.066060, g
0.356056, -0.233361, -0.008150, 0.019414, 0.032931, 0.070334, -0.073063, 0.046767, -0.002629, 0.118092, 0.068182, -0.092563, 0.085532, 0.013570, 0.268348, 0.038614, 0.046324, 0.118092, 0.040790, g
-0.561740, 0.178943, -0.029538, -0.132465, -0.261492, 0.267690, -0.085015, 0.522218, 0.025710, -0.136615, -1.038277, -0.037309, -0.423142, 0.198736, -0.741839, -0.389169, -0.634672, -0.136616, 0.661619, g
0.012413, 0.093560, 0.148677, -0.026329, -0.076508, -0.062829, -0.122886, -0.191224, -0.090167, 0.046111, 0.037019, 0.349052, -0.081597, -0.068190, -0.180495, -0.024382, 0.025936, 0.046111, 0.005115, g
0.126278, -0.054902, 0.033938, 0.063029, -0.113092, -0.051896, -0.053973, -0.134156, -0.069163, 0.108580, 0.082447, 0.263252, -0.010783, -0.085516, -0.137306, 0.057957, 0.018044, 0.108580, 0.079230, g
0.092885, 0.020514, 0.054351, 0.063601, -0.146904, -0.113705, -0.252753, -0.221153, -0.149664, 0.187210, 0.115738, 0.482375, -0.065021, -0.305955, -0.360084, 0.151569, -0.061160, 0.187210, 0.169066, g
-0.581273, -0.633483, -1.847066, -0.885407, 0.577235, -0.061565, 0.226818, -0.002705, -0.020800, -0.186879, -0.485435, 0.113185, -0.506531, -1.382759, 0.897929, -0.467821, 0.758948, -0.186879, 0.106607, g
-0.674660, -0.511627, 0.044085, 0.105699, 0.579543, -0.142550, 0.131402, -0.083387, 0.504415, -0.969094, -0.108274, 0.493173, -0.144068, -0.034075, 0.542128, -0.090478, -0.091995, -0.969097, -0.299570, g
0.290121, -0.229636, 0.025659, 0.104372, 0.089422, -0.105845, 0.035986, 0.135952, -0.047678, 0.026467, -0.228965, -0.057185, 0.014649, 0.136292, 0.210778, 0.026752, 0.092825, 0.026466, 0.094706, g
0.297143, -0.194386, -0.122365, 0.084163, 0.463076, -0.169475, 0.160230, 0.016228, -0.191515, 0.048454, -0.238627, -0.100724, 0.003981, 0.054242, 0.186089, 0.166849, 0.010327, 0.048453, 0.115547, g
0.329631, -0.049350, 0.007392, 0.054978, 0.166091, 0.053325, -0.289778, 0.288919, -0.144506, -0.165986, -0.138781, -0.167967, 0.167650, 0.095332, 0.218758, 0.102187, -0.035772, -0.165987, -0.009381, g
0.093474, -0.000567, 0.039273, -0.032001, -0.075730, -0.114049, 0.009594, -0.027850, 0.073046, -0.014870, 0.245524, 0.008112, 0.057346, -0.118062, 0.042355, -0.075450, 0.104410, -0.014870, -0.053769, g
0.121155, -0.139091, 0.012199, 0.013333, -0.145856, -0.008678, 0.053374, -0.033253, -0.070046, 0.037261, -0.049391, -0.039418, -0.099698, 0.007267, 0.092031, -0.027905, 0.054979, 0.037261, 0.115459, g
0.112981, -0.130562, -0.044396, -0.011197, -0.051233, -0.027120, 0.014289, -0.052909, -0.073177, 0.073651, -0.009672, 0.021101, 0.001165, -0.035677, 0.089000, -0.020739, 0.085414, 0.073650, 0.101782, g
0.060777, -0.240480, 0.086665, 0.037480, -0.125420, 0.009805, 0.108849, -0.072660, 0.021753, 0.088069, -0.081599, -0.031824, -0.042366, 0.051438, 0.119343, 0.000846, -0.015276, 0.088069, 0.133570, g
0.129178, -0.113718, 0.019946, -0.009723, -0.056741, 0.075171, 0.024013, -0.079429, 0.006307, 0.060139, 0.099542, 0.248043, -0.052012, 0.055022, -0.073381, 0.107782, 0.052067, 0.060139, 0.045688, g
0.072675, -0.017133, 0.067788, 0.122523, -0.076618, -0.129615, -0.267856, -0.258129, -0.100275, 0.120259, 0.101600, 0.483830, -0.037353, -0.408514, -0.423707, 0.105318, -0.023395, 0.120258, 0.192465, g
-0.530075, 0.262338, -1.325708, -0.008810, 0.584597, 0.173964, 0.558223, 1.098847, 0.292637, 0.225264, -0.436789, -0.135522, 0.957652, -0.546276, -0.477624, -0.094431, 0.753213, 0.225270, 0.295285, g
0.087039, 0.218374, -0.219679, 0.324549, 0.245358, 0.502746, -0.329080, 0.196968, 0.072964, -0.325440, 0.068253, -0.084330, 0.262552, -0.192052, -0.100677, -0.005660, 0.083768, -0.325439, -0.374700, g
0.073642, 0.421794, 0.216813, 0.810525, 0.587085, -0.122288, 0.227781, 0.258727, 0.028616, -0.120661, -0.586577, -0.906167, 0.589016, 0.280794, 0.531703, -1.309334, 0.427928, -0.120659, -0.511716, g
0.137297, -0.151011, 0.004638, -0.004129, -0.070665, -0.041343, 0.034362, -0.132396, -0.070819, 0.093721, 0.002630, 0.058872, 0.031119, -0.099654, 0.111966, -0.042570, 0.074015, 0.093721, 0.150391, g
-0.017271, 0.027354, -0.086614, -0.003462, -0.129467, -0.022857, -0.030059, -0.004919, -0.285502, -0.044338, -0.189197, 0.118653, 0.038162, -0.162613, -0.082150, -0.199707, 0.001707, -0.044339, 0.240017, g
0.035032, 0.090444, 0.557382, 0.045934, -0.170557, 0.001567, -0.010063, 0.448149, -0.091904, -0.024147, 0.152568, 0.320218, 0.198346, -0.334758, -0.401329, -0.498817, 0.133135, -0.024145, -0.441623, g
0.157235, 0.102094, 0.183927, 0.094026, 0.016219, -0.081401, -0.061174, 0.106394, -0.063784, -0.172434, 0.061197, 0.022634, 0.133958, -0.106883, 0.057450, -0.024120, -0.017968, -0.172435, -0.028237, g
-1.257633, -0.050715, -0.586315, -0.047963, 0.281908, 0.681954, -0.809266, 0.331057, -0.296469, 0.047855, -0.306021, 0.748690, 0.392445, -0.616200, -0.105625, 0.275255, 0.375548, 0.047857, -0.668865, g
-0.112994, 0.094506, -0.066966, -0.084832, -0.066800, -0.509372, 0.080919, 0.295741, 0.050363, -0.163469, -0.022969, -0.273236, 0.141420, -0.149906, 0.379327, -0.064987, 0.220931, -0.163468, 0.072064, g
0.075701, -0.065270, -0.033925, -0.010310, -0.145707, -0.082081, -0.014213, -0.017466, -0.052122, 0.007756, 0.002699, -0.043585, -0.052977, -0.050748, 0.103511, -0.066557, 0.068934, 0.007756, 0.127846, g
0.101471, -0.172246, 0.011623, 0.016545, -0.036024, -0.068718, 0.037947, -0.017560, -0.031391, 0.047451, -0.077636, -0.036199, -0.028672, -0.004452, 0.147074, -0.039104, 0.033396, 0.047451, 0.142342, g
0.278381, -0.245647, 0.028882, 0.137468, 0.288889, 0.039533, -0.075665, -0.135564, 0.049429, 0.052347, -0.247900, 0.031046, 0.070570, 0.015140, 0.068870, -0.080099, 0.096002, 0.052346, 0.223909, g
0.101950, 0.044760, -0.230108, -0.051251, 0.276015, -0.087887, 0.172129, 0.139648, -0.020307, -0.217527, -0.010084, -0.116463, -0.050631, 0.061780, 0.145361, 0.014267, 0.183818, -0.217528, 0.044042, g
